city,feature,trend_slope,trend_total_change,mann_kendall_tau,mann_kendall_p,mann_kendall_significance,dominant_period_hours,dominant_period_days,seasonal_strength,trend_strength,seasonal_variability,seasonal_std,seasonal_range
Dakar,air_quality_PM10,0.008866586464558976,-12.250009910030236,0.044155063231674084,0.07422470193972144,ns,17520.0,730.0,0.15376312195594977,0.32487532336817593,87.20267321337161,40.42330300274943,343.95020219459946
Dakar,humidity,0.02388796580851998,20.995297985922008,0.5215288347708438,1.072858459968068e-98,***,4380.0,182.5,0.13033805524055175,0.5185017836324607,8.641965742175914,4.75996842038144,43.79745101906116
Dakar,precip_mm,-5.129166845068927e-05,-0.0026558544504365327,-0.16771708288704734,1.1939597873582058e-11,***,8760.0,365.0,0.0,0.06672290483386711,0.40024145820186025,0.09596726521642104,1.2640650625729788
Dakar,pressure_mb,-0.0018425373363584927,-2.510920822801154,-0.253757258019054,1.0713176200080016e-24,***,4380.0,182.5,0.15814028723011664,0.4280921644524479,1.0042431832066623,0.802555963350328,6.708578172156557
Dakar,temperature_celsius,-0.008853386477131991,-4.710169337851848,-0.3680290132852283,4.463780038167453e-50,***,8760.0,365.0,0.14097211221041783,0.8968049007774032,1.086139692321173,0.6692810656584046,6.78132011744205
Dakar,uv_index,-0.0092764458552393,-5.23797743062926,-0.823973542289118,2.4265045511681583e-243,***,17520.0,730.0,0.0,0.8914529700494042,0.8500618779448118,0.3357850668099627,3.5737155226657302
Dakar,visibility_km,0.0002878897709662835,-0.0025150699443887703,0.06114211624105078,0.013434959313911154,*,8760.0,365.0,0.03674131877075948,0.008700701559701485,2.6609561159382764,0.7705076162416611,8.887101236042778
Dakar,wind_kph,0.00955062050988501,-2.79953735214162,0.2594546855328184,9.606108022799876e-26,***,8760.0,365.0,0.2221445914787774,0.5129067205555952,3.0815830834472613,3.44014992258735,26.931819888680856
Kabul,air_quality_Carbon_Monoxide,0.016947844578574935,-1216.5128648992563,0.12981941860683616,1.531707771669076e-07,***,5840.0,243.33333333333334,0.10348850344419924,0.48447789422954324,332.44260536570647,161.37258927701146,1991.1454605957547
Kabul,air_quality_PM10,0.0036086614457777177,7.459395225003842,-0.003123062179378769,0.899519793107818,ns,17520.0,730.0,0.0687679377684659,0.5215460385844657,29.91045454374335,12.863363705335164,118.84454308576227
Kabul,humidity,0.009003697775137497,-8.036429056804337,0.03509029069658191,0.15597788795183637,ns,8760.0,365.0,0.042847360621221076,0.43987467976715733,12.214449882095096,6.467913293465144,57.23671824130393
Kabul,precip_mm,-9.439592654511347e-06,-0.0719027818726213,-0.11928143262491307,1.416654668843606e-06,***,50.3448275862069,2.0977011494252875,0.008865289070152493,0.000855411279428564,0.03987617685478329,0.02392407571231005,0.6876428831165018
Kabul,pressure_mb,0.013523300630478272,-2.839409318496564,0.24181370614653208,1.4171741614561605e-22,***,8760.0,365.0,0.19109289767947601,0.9064020361543325,1.83087940923257,1.538347914498625,9.857132454477137
Kabul,temperature_celsius,-0.013491452018093637,6.804317601589997,-0.19078489956216993,1.2232556596334525e-14,***,8760.0,365.0,0.15040835451704926,0.9412961238786389,1.545349493108134,1.4428206461465622,8.839916169276723
Kabul,uv_index,0.002913304227731047,7.366179423082124,0.1276697295976849,2.445957854893992e-07,***,8760.0,365.0,0.09561404556043085,0.8902942542178484,0.8943890577484156,0.5531098971341724,5.608804743163907
Kabul,visibility_km,0.00023644098671510172,0.0002327819059821934,0.06677266149721266,0.006947594333747106,**,438.0,18.25,0.0,0.0007824436794093836,3.364399714272466,0.7547732421473262,8.46969143343605
Kabul,wind_kph,-0.013911130610040826,-4.475183874170537,-0.49332732021722375,1.6356938290233686e-88,***,8760.0,365.0,0.0935455859678771,0.5045104168257801,6.610715082853999,2.397995487667319,34.025328703192955
Kyiv,air_quality_Carbon_Monoxide,-0.1386030039598166,-53.247229914229024,-0.19761730274160508,1.3512359962123145e-15,***,17520.0,730.0,0.13989138738640416,0.7432924820362783,64.00232345919486,34.85387178264124,246.9651192653406
Kyiv,air_quality_PM10,0.001871339716905088,7.463540629687595,-0.05966890279421989,0.015845138486604394,*,17520.0,730.0,0.12042509275972502,0.47106394429726794,10.133475142981313,5.556614202355675,45.04977108795235
Kyiv,humidity,0.05310349719028441,-3.155360402493656,0.3338143826220944,1.6422384177514085e-41,***,8760.0,365.0,0.09737003229262042,0.6754161954908622,6.127800904738099,6.06093107988853,51.07131553008129
Kyiv,precip_mm,1.5163411021779995e-05,-0.0004224910702394,0.08914361788477825,0.00031682872274185303,***,4380.0,182.5,0.16224217684497588,0.052034828464915917,0.4522463249075693,0.09994337592791888,1.879401173762653
Kyiv,pressure_mb,0.0005555216331234636,-4.4785638678461055,0.05191949940808387,0.035803823993703694,*,8760.0,365.0,0.06410254137096016,0.2501126311906796,5.401876989550319,3.6986177603021217,27.10548966000718
Kyiv,temperature_celsius,-0.026133497442227847,-8.11041139225536,-0.31723321495010987,1.1726128076748727e-37,***,8760.0,365.0,0.12183710374500223,0.9047532699019425,1.9733660377191575,2.1141316528345078,15.153315358033757
Kyiv,uv_index,-0.006794234083358107,-2.947086527402689,-0.36841234943720985,3.540362834661526e-50,***,8760.0,365.0,0.029690164780242,0.8726662423339829,0.890052511579842,0.3852950640734229,3.8208305904209325
Kyiv,visibility_km,-0.0018045576401270887,-0.8252853241620723,-0.2806429887317634,1.0297556204534777e-29,***,8760.0,365.0,0.0,0.2682698486740187,6.985526941749186,1.650189605916252,33.53168047265356
Kyiv,wind_kph,-0.0024678676297926684,0.9980560164586763,-0.21730274160512614,1.5535256370665625e-18,***,17520.0,730.0,0.15572871727226756,0.10850209283855161,2.9560337493305195,3.331471327374003,27.188378733497117
Suva,air_quality_Carbon_Monoxide,-0.20319492939624897,-129.22566462552564,-0.8396001277787172,1.410265155417399e-252,***,17520.0,730.0,0.03506977184549098,0.8967302248944312,14.51068810824479,8.210417316441882,86.04043996758992
Suva,air_quality_PM10,-0.006105568644868332,1.9636261302393168,-0.21885863539846287,8.85954941170676e-19,***,8760.0,365.0,0.12500841073311741,0.49711957161977616,2.877929385330393,2.213681034046034,14.077783042233428
Suva,humidity,-0.011670411019565315,-5.7995302532895465,-0.4015371028054944,2.876863276994179e-59,***,17520.0,730.0,0.12189001782918296,0.22406039684231382,7.472963309487589,4.999348588005818,50.73628840309344
Suva,precip_mm,0.0003819953248190446,0.1931808980969909,0.2940301031625232,1.3683482607880182e-32,***,530.909090909091,22.121212121212125,0.017224397983269135,0.008653464430245061,0.653634861493574,0.23895974715988189,2.9057354175205132
Suva,pressure_mb,-0.008012996888157141,-1.0629988023448504,-0.3629704793580998,9.294504963578446e-49,***,8760.0,365.0,0.16964435612837425,0.6897658356523391,1.1790751661203904,1.1668701160512445,9.315313211378129
Suva,temperature_celsius,0.005665465804028413,0.9298917511117253,0.4823759325027716,1.0381481367268671e-84,***,8760.0,365.0,0.0,0.3483822853113119,1.5806120603947929,0.8616367552042491,8.394849676898652
Suva,uv_index,-0.0012823578494729206,-1.0058779041360495,-0.2284910454665133,2.9333487254009525e-20,***,17520.0,730.0,0.05140748665730854,0.46924023514821345,0.3327267235489116,0.09649266050349099,1.3173301748782718
Suva,visibility_km,5.665812643047022e-05,-0.06442848333628426,0.07839423020278437,0.0015279876297765852,**,86.30541871921181,3.5960591133004924,0.38611329857636933,0.0,1.8359610391630048,0.32874388737600296,9.2131092074606
Suva,wind_kph,0.004671469531467403,5.127997799463668,0.29524775917469975,7.581043371816344e-33,***,2502.857142857143,104.28571428571429,0.12174434462528061,0.07577273262926987,1.8501568079969222,2.342987235463717,16.988862456931813
Tokyo,air_quality_Carbon_Monoxide,-0.19342437962950093,-4.770348523461337,-0.21798673356258333,1.2142353044898694e-18,***,17520.0,730.0,0.13778994139545342,0.44374030342674486,194.87919072891833,106.80647759675287,946.4638838329544
Tokyo,air_quality_PM10,-0.004621985171948673,6.8209111784660195,-0.14924930003570286,1.5968009262554678e-09,***,17520.0,730.0,0.12964655130180214,0.23450393350217924,11.670828915842957,12.339754004801481,82.30517095576118
Tokyo,humidity,-0.048042243638993704,-24.866706684485045,-0.49536426329932154,3.1409723449552698e-89,***,8760.0,365.0,0.18803806183104044,0.44767828566806644,13.311158598093924,9.400702441850918,70.29410745037082
Tokyo,precip_mm,-4.939288427650731e-05,-0.008522251728976,-0.6555987748275925,8.177882749677148e-155,***,50.48991354466859,2.1037463976945245,0.0007951327352178073,0.0012700553063681452,0.1457503347613689,0.0510209322376077,0.4711061024678801
Tokyo,pressure_mb,0.0033068612013516935,-7.674014572745932,0.1329086570080989,7.717693302173746e-08,***,8760.0,365.0,0.16730256276249222,0.28171910970985203,3.4873112087348597,3.480910432293828,24.985481507815862
Tokyo,temperature_celsius,-0.0072024796663585095,5.12447824898339,-0.11341112802300014,4.533223592958359e-06,***,8760.0,365.0,0.21410649470723342,0.9021442114874684,1.652696052022928,1.621448242293368,11.455306956990787
Tokyo,uv_index,0.0006415509646977,2.0358022379606058,0.10173816637540634,3.899443737144785e-05,***,17520.0,730.0,0.156955145476543,0.7638589994529684,0.6459640946862486,0.18817334515043085,2.8255084089369156
Tokyo,visibility_km,-0.00045882290017335844,0.48246873204854523,-0.21317368420402352,6.769463159335811e-18,***,3504.0,146.0,0.0,0.013334699467420719,2.2082357866680753,0.5174906677213871,5.897538732311987
Tokyo,wind_kph,0.0007229103139719668,8.830805328849562,0.0731082172989834,0.003118331784869028,**,8760.0,365.0,0.22041313240672533,0.1929304883941868,5.166480923123095,4.811288902661409,45.674141154740205
Valletta,air_quality_Carbon_Monoxide,-0.16727830573420963,-76.31606189232936,-0.2784937144145667,2.0738950104101755e-29,***,17520.0,730.0,0.18003648542847794,0.9180476338010364,13.001638099525149,10.103734127313048,67.17740151571932
Valletta,air_quality_PM10,-0.026662685338251765,-23.50986499703018,-0.42391341112802294,7.572343236804002e-66,***,8760.0,365.0,0.11729559485033925,0.0958276840551412,26.82693765638965,11.043351266924605,153.89330277728573
Valletta,humidity,0.035639229546108674,20.082673541478925,0.5667399515192513,3.387585183893991e-116,***,8760.0,365.0,0.2667802212599447,0.5907827370427619,6.529526735545522,5.932823599996751,49.13486493057073
Valletta,precip_mm,0.0003006414564757278,0.044450651121053404,0.5189206456583422,9.907441454522352e-98,***,8760.0,365.0,0.0,0.0,1.6162699342497993,0.3751711160269766,4.417280799210689
Valletta,pressure_mb,-0.003439435506524392,1.3406934621604023,-0.09226750850292198,0.00019113671309529845,***,17520.0,730.0,0.1200058754771135,0.3268536397739734,4.195299475546756,2.592734704807549,18.144942530832893
Valletta,temperature_celsius,-0.015677283249956202,-6.410036864834876,-0.41152639194242435,3.675908248194198e-62,***,8760.0,365.0,0.15786961780171083,0.9179235146234097,1.4573555078831653,1.1523056901448174,8.516973098127455
Valletta,uv_index,-0.00825993015023506,-4.6215788922584675,-0.5036247815547663,3.6368552293216865e-92,***,8760.0,365.0,0.06302656467449996,0.8969939626939006,0.7986274091584478,0.3732834978963467,3.5224490841393203
Valletta,visibility_km,7.447401980987351e-05,1.8409554952469875e-05,0.04634985061164665,0.0609355454437587,ns,8760.0,365.0,0.34756072926571124,0.08051441810492821,1.6870702627807361,0.3835139158722825,6.200937754891732
Valletta,wind_kph,0.005483939813375631,6.138388286345162,0.1825018321213146,1.598422547231966e-13,***,8760.0,365.0,0.14460341912211772,0.19556029039897382,4.848653468568419,5.183109245412486,31.958546521458253
Warsaw,air_quality_Carbon_Monoxide,-0.11437106018230475,-39.20566751571985,-0.16937820621230054,7.483663415886131e-12,***,17520.0,730.0,0.06262937589208684,0.49825297058881923,146.08496907506242,53.940926177844,611.7286357191939
Warsaw,air_quality_PM10,0.008638998730916513,13.152953918238149,0.09032076216246687,0.0002604662470174595,***,8760.0,365.0,0.10640168231304548,0.4073587358847919,27.129725144035195,10.726596378140915,113.05466557117154
Warsaw,humidity,0.04502552169747644,9.513512390385877,0.4288516827329612,2.395689654594156e-67,***,8760.0,365.0,0.23945735083867425,0.6243867852599085,8.437038652591077,8.392439671654975,62.957333007762884
Warsaw,precip_mm,8.371143624128581e-06,-0.004392559092381364,0.12706090159159664,2.7889551539359395e-07,***,70.08,2.92,0.036601289984558805,0.0,0.2380211957999893,0.05056223293028461,1.1598103753400504
Warsaw,pressure_mb,-0.0004532452747410423,-0.9932335751270784,0.03648834019204389,0.14014431756110196,ns,547.5,22.8125,0.015960548241493178,0.15577801216767806,5.2909613254731696,3.9030666960956326,26.07446287024012
Warsaw,temperature_celsius,-0.02483956153404658,-7.641223492609441,-0.3632636187684386,7.803908111998895e-49,***,8760.0,365.0,0.1827146994492348,0.883581928289494,1.5360919923331977,1.9863168704298375,11.146703184799993
Warsaw,uv_index,-0.007171537402022611,-4.154332212596644,-0.4379765864291485,3.6534944602994395e-70,***,8760.0,365.0,0.10006656364811295,0.8758419705122558,1.270966006953293,0.4904681891471263,4.662019885512948
Warsaw,visibility_km,-0.0014195448204647406,0.019308451650008607,-0.42018250015824504,1.0053239868808123e-64,***,8760.0,365.0,0.026927155825973825,0.12168463256481787,3.2329484233172225,1.2374219027729918,10.228426971553635
Warsaw,wind_kph,-0.004581967270076886,-4.455427733171506,-0.4273709528909934,6.775689498227803e-67,***,461.05263157894734,19.210526315789473,0.24600326990774246,0.09066313998311659,4.669787671496228,3.5078695775530875,31.478331278962152
